"Van der Valk Akademie"	"Güstrow"		"DE"
"Hochschule der Deutschen Bundesbank"	"Hachenburg"		"DE"
"Hochschule Weserbergland "	"Hameln"		"DE"
"Duale Hochschule Baden-Württemberg Heidenheim "	"Heidenheim"		"DE"
"Hochschule Bochum - Campus Velbert/Heiligenhaus"	"Heiligenhaus"		"DE"
"Fachhochschule für Interkulturelle Theologie Hermannsburg"	"Hermannsburg"		"DE"
"Hochschule Hof"	"Hof"		"DE"
"Hochschule Koblenz, Campus Höhr-Grenzhausen"	"Höhr-Grenzhausen"		"DE"
"HAWK Hochschule für angewandte Wissenschaft und Kunst"	"Holzminden"		"DE"
"Duale Hochschule Baden-Württemberg Stuttgart Campus Horb"	"Horb"		"DE"
"Rhein-Erft Akademie"	"Hürth"		"DE"
"Fachhochschule Trier"	"Idar-Oberstein"		"DE"
"Hochschule Fresenius"	"Idstein"		"DE"
"Technische Universität Ilmenau"	"Ilmenau"		"DE"
"Fachhochschule Südwestfalen"	"Iserlohn"		"DE"
"Hochschule für Gesundheit & Sport, Technik & Kunst"	"Ismaning"		"DE"
"Hochschule Kaiserslautern "	"Kaiserslautern"		"DE"
"Technische Universität Kaiserslautern"	"Kaiserslautern"		"DE"
"Hochschule Rhein-Waal"	"Kamp-Lintfort"		"DE"
"Hochschule für öffentliche Verwaltung Kehl "	"Kehl"		"DE"
"Christian-Albrechts-Universität zu Kiel"	"Kiel"		"DE"
"Fachhochschule Kiel"	"Kiel"		"DE"
"Muthesius Kunsthochschule Kiel"	"Kiel"		"DE"
"Fachhochschule für Finanzen"	"Königs Wusterhausen"		"DE"
"Hochschule Konstanz Technik"	"Konstanz"		"DE"
"Universität Konstanz"	"Konstanz"		"DE"
"Hochschule Anhalt"	"Köthen"		"DE"
"Hochschule Heilbronn"	"Künzelsau"		"DE"
"Universität Koblenz-Landau"	"Landau"		"DE"
"Hochschule des Bundes für öffentliche Verwaltung, Fachbereich Wetterdienst"	"Langen"		"DE"
"Fachhochschule für öffentliche Verwaltung Rheinland-Pfalz"	"Lautzenhausen"		"DE"
"Hochschule Ostwestfalen-Lippe "	"Lemgo"		"DE"
"Duale Hochschule Baden-Württemberg Lörrach"	"Lörrach"		"DE"
"Fachhochschule Lübeck"	"Lübeck"		"DE"
"Hochschule des Bundes für öffentliche Verwaltung"	"Lübeck"		"DE"
"Musikhochschule Lübeck"	"Lübeck"		"DE"
"Universität zu Lübeck"	"Lübeck"		"DE"
"Akademie für erneuerbare Energien"	"Lüchow"		"DE"
"Fachhochschule Südwestfalen"	"Lüdenscheid"		"DE"
"Akademie für Darstellende Kunst Baden-Württemberg"	"Ludwigsburg"		"DE"
"Evangelische Hochschule Ludwigsburg"	"Ludwigsburg"		"DE"
"Filmakademie Baden-Württemberg"	"Ludwigsburg"		"DE"
"Hochschule für öffentliche Verwaltung und Finanzen Ludwigsburg "	"Ludwigsburg"		"DE"
"Pädagogische Hochschule Ludwigsburg "	"Ludwigsburg"		"DE"
"Berufsakademie Lüneburg"	"Lüneburg"		"DE"
"Leuphana Universität Lüneburg"	"Lüneburg"		"DE"
"Europäische Studienakademie Kälte-Klima-Lüftung "	"Maintal"		"DE"
"Archivschule Marburg Fachhochschule für Archivwesen"	"Marburg"		"DE"
"Evangelische Hochschule TABOR"	"Marburg"		"DE"
"Philipps-Universität Marburg"	"Marburg"		"DE"
"FOM Hochschule für Oekonomie & Management gemeinnützige GmbH"	"Marl"		"DE"
"Fachhochschule für öffentliche Verwaltung Mayen"	"Mayen"		"DE"
"Thüringer Fachhochschule für öffentliche Verwaltung"	"Meiningen"		"DE"
"Fachhochschule der Sächsischen Verwaltung Meißen"	"Meißen"		"DE"
"Hochschule Merseburg "	"Merseburg"		"DE"
"Fachhochschule Südwestfalen"	"Meschede"		"DE"
"Fachhochschule der Wirtschaft"	"Mettmann"		"DE"
"Theologische Hochschule Friedensau"	"Möckern-Friedensau"		"DE"
"Evangelische Hochschule Moritzburg"	"Moritzburg"		"DE"
"Duale Hochschule Baden-Württemberg Mosbach"	"Mosbach"		"DE"
"Universität der Bundeswehr München"	"Neubiberg"		"DE"
"Hochschule Neubrandenburg "	"Neubrandenburg"		"DE"
"Augustana Hochschule"	"Neuendettelsau"		"DE"
"Hochschule für angewandtes Management"	"Neumarkt i. d. Opf."		"DE"
"ASW - Berufsakademie Saarland "	"Neunkirchen"		"DE"
"Medizinische Hochschule Brandenburg Theodor Fontane"	"Neuruppin"		"DE"
"Europäische Fachhochschule Rhein"	"Neuss"		"DE"
"FOM Hochschule für Oekonomie & Management gemeinnützige GmbH"	"Neuss"		"DE"
"Hochschule Neuss für Internationale Wirtschaft"	"Neuss"		"DE"
"Polizeiakademie Niedersachsen"	"Nienburg"		"DE"
"Fachhochschule für Finanzen Nordrhein-Westfalen"	"Nordkirchen"		"DE"
"Akademie der Bildenden Künste in Nürnberg"	"Nürnberg"		"DE"
"Evangelische Hochschule Nürnberg"	"Nürnberg"		"DE"
"FOM Hochschule für Oekonomie & Management gemeinnützige GmbH"	"Nürnberg"		"DE"
"Hochschule für Musik Nürnberg"	"Nürnberg"		"DE"
"Internationale Berufsakademie"	"Nürnberg"		"DE"
"Management-Institut der Technischen Hochschule Nürnberg"	"Nürnberg"		"DE"
"Technische Hochschule Nürnberg Georg Simon Ohm"	"Nürnberg"		"DE"
"Hochschule für Kunsttherapie Nürtingen "	"Nürtingen"		"DE"
"Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen"	"Nürtingen"		"DE"
"Lutherische Theologische Hochschule Oberursel"	"Oberursel"		"DE"
"EBS Universität für Wirtschaft und Recht: EBS Business School"	"Oestrich-Winkel"		"DE"
"Hochschule für Technik"	"Offenburg"		"DE"
"Fachhochschule der Polizei des Landes Brandenburg"	"Oranienburg"		"DE"
"Hochschule für Künste im Sozialen Ottersberg"	"Ottersberg"		"DE"
"Wilhelm Büchner Hochschule"	"Pfungstadt"		"DE"
"Fachhochschule Potsdam"	"Potsdam"		"DE"
"Filmuniversität Babelsberg Konrad Wolf"	"Potsdam"		"DE"
"Hoffbauer Berufsakademie gGmbH"	"Potsdam"		"DE"
"Universität Potsdam"	"Potsdam"		"DE"
"Fachhochschule des Mittelstands "	"Pulheim"		"DE"
"Hochschule des Bundes für öffentliche Verwaltung"	"Pullach im Isartal"		"DE"
"Berufsakademie für Bankwirtschaft, Studienort Rastede"	"Rastede"		"DE"
"Duale Hochschule Baden-Württemberg Ravensburg"	"Ravensburg"		"DE"
"Hochschule Koblenz, RheinAhrCampus Remagen"	"Remagen"		"DE"
"Hochschule Reutlingen"	"Reutlingen"		"DE"
"Theologische Hochschule Reutlingen"	"Reutlingen"		"DE"
"SRH FernHochschule Riedlingen"	"Riedlingen"		"DE"
"Staatliche Studienakademie Riesa "	"Riesa"		"DE"
"Berufsakademie Rhein-Main"	"Rödermark"		"DE"
"Verwaltungshochschule Rotenburg"	"Rotenburg an der Fulda"		"DE"
"Hochschule der Sächsischen Polizei "	"Rothenburg"		"DE"
"Hochschule für Forstwirtschaft Rottenburg "	"Rottenburg am Neckar"		"DE"
"Hochschule für Kirchenmusik der Diözese Rottenburg-Stuttgart"	"Rottenburg am Neckar"		"DE"
"Deutsche Hochschule für Prävention und Gesundheitsmanagement "	"Saarbrücken"		"DE"
"Fachhochschule für Verwaltung Saarland"	"Saarbrücken"		"DE"
"Hochschule der Bildenden Künste Saar"	"Saarbrücken"		"DE"
"Hochschule für Musik Saar "	"Saarbrücken"		"DE"
"Hochschule für Technik und Wirtschaft des Saarlandes"	"Saarbrücken"		"DE"
"Universität des Saarlandes"	"Saarbrücken"		"DE"
"BTU Brandenburgische Technische Universität Cottbus"	"Sachsendorf"		"DE"
"Hochschule Bonn-Rhein-Sieg"	"Sankt Augustin"		"DE"
"Philosophisch-Theologische Hochschule SVD St. Augustin"	"Sankt Augustin"		"DE"
"Fachhochschule Schmalkalden "	"Schmalkalden"		"DE"
"Hochschule für Gestaltung Schwäbisch Gmünd"	"Schwäbisch Gmünd"		"DE"
"Pädagogische Hochschule Schwäbisch Gmünd "	"Schwäbisch Gmünd"		"DE"
"Hochschule Heilbronn"	"Schwäbisch Hall"		"DE"
"Fachhochschule Schwetzingen"	"Schwetzingen"		"DE"
"BTU Brandenburgische Technische Universität Cottbus"	"Senftenberg"		"DE"
"Hochschule Albstadt-Sigmaringen"	"Sigmaringen"		"DE"
"Deutsche Universität für Verwaltungswissenschaften Speyer"	"Speyer"		"DE"
"Berufsakademie des Einzelhandels Niedersachsen"	"Springe"		"DE"
"PFH Private Hochschule Göttingen, Campus Stade"	"Stade"		"DE"
"Hochschule Magdeburg-Stendal"	"Stendal"		"DE"
"Fachhochschule Stralsund"	"Stralsund"		"DE"
"Ostfalia Hochschule für angewandte Wissenschaften"	"Suderburg"		"DE"
"Hochschule für angewandtes Management"	"Treuchtlingen"		"DE"
"Staatliche Hochschule für Musik Trossingen"	"Trossingen"		"DE"
"Eberhard Karls Universität Tübingen"	"Tübingen"		"DE"
"Hochschule für Kirchenmusik der evangelischen Landeskirche in Württemberg"	"Tübingen"		"DE"
"Philosophisch-Theologische Hochschule Vallendar "	"Vallendar"		"DE"
"WHU - Otto Beisheim School of Management"	"Vallendar"		"DE"
"Private Fachhochschule für Wirtschaft und Technik Vechta"	"Vechta"		"DE"
"Universität Vechta"	"Vechta"		"DE"
"Duale Hochschule Baden-Württemberg Villingen-Schwenningen"	"Villingen-Schwenningen"		"DE"
"Fachhochschule Villingen-Schwenningen Hochschule für Polizei"	"Villingen-Schwenningen"		"DE"
"Hochschule Ostwestfalen-Lippe "	"Warburg"		"DE"
"Fachhochschule Wedel"	"Wedel"		"DE"
"Hochschule Weihenstephan-Triesdorf"	"Weidenbach"		"DE"
"Gustav-Siewerth-Akademie"	"Weilheim"		"DE"
"Hochschule Ravensburg-Weingarten"	"Weingarten"		"DE"
"Pädagogische Hochschule Weingarten "	"Weingarten"		"DE"
"Hochschule Harz, Hochschule für angewandte Wissenschaften "	"Wernigerode"		"DE"
"Technische Hochschule Mittelhessen"	"Wetzlar"		"DE"
"Technische Hochschule Wildau "	"Wildau"		"DE"
"Universität Witten"	"Witten"		"DE"
"Ostfalia Hochschule für angewandte Wissenschaften"	"Wolfenbüttel"		"DE"
"Hochschule Worms"	"Worms"		"DE"
"Theologisches Seminar Elstal "	"Wustermark"		"DE"
"Hochschule Zittau"	"Zittau"		"DE"
"Internationales Hochschulinstitut Zittau "	"Zittau"		"DE"
"Universidad Católica de Cuenca"	"Cuenca"	"Azuay"	"EC"
"Universidad de Cuenca"	"Cuenca"	"Azuay"	"EC"
"Universidad del Azuay"	"Cuenca"	"Azuay"	"EC"
"Universidad Panamericana de Cuenca"	"Cuenca"	"Azuay"	"EC"
"Universidad Politécnica Salesiana"	"Cuenca"	"Azuay"	"EC"
"Universidad Estatal de Bolívar"	"Guaranda"	"Bolívar"	"EC"
"Universidad Politécnica Estatal del Carchi"	"Tulcán"	"Carchi"	"EC"
"Universidad Interamericana del Ecuador"	"Cumandá"	"Chimborazo"	"EC"
"Escuela Superior Politécnica de Chimborazo"	"Riobamba"	"Chimborazo"	"EC"
"Universidad Interamericana del Ecuador"	"Riobamba"	"Chimborazo"	"EC"
"Universidad Nacional de Chimborazo"	"Riobamba"	"Chimborazo"	"EC"
"Universidad Técnica de Cotopaxi"	"Latacunga"	"Cotopaxi"	"EC"
"Universidad Metropolitana"	"Machala"	"El Oro"	"EC"
"Universidad Técnica de Machala"	"Machala"	"El Oro"	"EC"
"Universidad Tecnológica San Antonio de Machala"	"Machala"	"El Oro"	"EC"
"Universidad Técnica Luis Vargas Torres de Esmeraldas"	"Esmeraldas"	"Esmeraldas"	"EC"
"Escuela Superior Politécnica del Litoral"	"Guayaquil"	"Guayas"	"EC"
"IDE Business School"	"Guayaquil"	"Guayas"	"EC"
"Universidad Agraria del Ecuador"	"Guayaquil"	"Guayas"	"EC"
"Universidad Casa Grande"	"Guayaquil"	"Guayas"	"EC"
"Universidad Cat. de Sgo. de Guayaquil"	"Guayaquil"	"Guayas"	"EC"
"Universidad de Guayaquil"	"Guayaquil"	"Guayas"	"EC"
"Universidad del Pacifico Escuela de Negocios"	"Guayaquil"	"Guayas"	"EC"
"Universidad Estatal de Milagro"	"Guayaquil"	"Guayas"	"EC"
"Universidad Estatal Península de Santa Elena"	"Guayaquil"	"Guayas"	"EC"
"Universidad Laica Vicente Rocafuerte de Guayaquil"	"Guayaquil"	"Guayas"	"EC"
"Universidad Metropolitana"	"Guayaquil"	"Guayas"	"EC"
"Universidad San Francisco de Quito"	"Guayaquil"	"Guayas"	"EC"
"Universidad Santa María"	"Guayaquil"	"Guayas"	"EC"
"Universidad Tecnológ. Empresarial de Guayaquil"	"Guayaquil"	"Guayas"	"EC"
"Universidad Tecnológica Ecotec"	"Guayaquil"	"Guayas"	"EC"
"Universidad Naval Rafael Moran Valverde"	"Guayaquil - Milagro"	"Guayas"	"EC"
"Universidad Estatal de Milagro"	"Milagro"	"Guayas"	"EC"
"Universidad Naval Rafael Moran Valverde"	"Milagro"	"Guayas"	"EC"
"Universidad Estatal Península de Santa Elena"	"Playas"	"Guayas"	"EC"
"Universidad de Especialidades Espíritu Santo"	"Samborondón"	"Guayas"	"EC"
"Universidad Técnica del Norte"	"Ibarra"	"Imbabura"	"EC"
"Universidad de Otavalo"	"Otavalo"	"Imbabura"	"EC"
"Universidad Nacional de Loja"	"Loja"	"Loja"	"EC"
"Universidad Técnica Particular de Loja"	"Loja"	"Loja"	"EC"
"Universidad Técnica de Babahoyo"	"Babahoyo"	"Los Ríos"	"EC"
"Universidad Técnica Estatal de Quevedo"	"Quevedo"	"Los Ríos"	"EC"
"Escuela Superior Politécnica Agropecuaria de Manabí"	"Calceta"	"Manabí"	"EC"
"Universidad Estatal del Sur de Manabí"	"Jipijapa"	"Manabí"	"EC"
"Universidad Laica Eloy Alfaro de Manabí"	"Manta"	"Manabí"	"EC"
"Universidad San Gregorio de Portoviejo"	"Portoviejo"	"Manabí"	"EC"
"Universidad Técnica de Manabí"	"Portoviejo"	"Manabí"	"EC"
"Universidad Estatal Amazónica"	"Puyo"	"Pastaza"	"EC"
"Escuela Politécnica Javeriana del Ecuador"	"Quito"	"Quito"	"EC"
"Escuela Politécnica Nacional"	"Quito"	"Quito"	"EC"
"Escuela Superior Politécnica del Litoral"	"Quito"	"Quito"	"EC"
"Escuela Superior Politécnica Ecológica Amazónica"	"Quito"	"Quito"	"EC"
"Facultad Latinoamericana de Ciencias Sociales"	"Quito"	"Quito"	"EC"
"IDE Business School"	"Quito"	"Quito"	"EC"
"Instituto de Altos Estudios Nacionales"	"Quito"	"Quito"	"EC"
"Pontificia Universidad Católica del Ecuador"	"Quito"	"Quito"	"EC"
"Universidad Alfredo Pérez Guerrero"	"Quito"	"Quito"	"EC"
"Universidad Andina Simón Bolívar"	"Quito"	"Quito"	"EC"
"Universidad Central del Ecuador"	"Quito"	"Quito"	"EC"
"Universidad Cristiana Latinoamericana"	"Quito"	"Quito"	"EC"
"Universidad de Especialidades Turísticas"	"Quito"	"Quito"	"EC"
"Universidad de Las Americas"	"Quito"	"Quito"	"EC"
"Universidad de las Américas"	"Quito"	"Quito"	"EC"
"Universidad de Los Hemisferios"	"Quito"	"Quito"	"EC"
"Universidad del Pacifico Escuela de Negocios"	"Quito"	"Quito"	"EC"
"Universidad Iberoamericana del Ecuador"	"Quito"	"Quito"	"EC"
"Universidad Internacional del Ecuador"	"Quito"	"Quito"	"EC"
"Universidad Metropolitana"	"Quito"	"Quito"	"EC"
"Universidad Og Mandino"	"Quito"	"Quito"	"EC"
"Universidad Particular Internacional Sek"	"Quito"	"Quito"	"EC"
"Universidad San Francisco de Quito"	"Quito"	"Quito"	"EC"
"Universidad Tecnológica América"	"Quito"	"Quito"	"EC"
"Universidad Tecnológica Equinoccial"	"Quito"	"Quito"	"EC"
"Universidad Tecnológica Indoamerica"	"Quito"	"Quito"	"EC"
"Universidad Tecnológica Israel"	"Quito"	"Quito"	"EC"
"Escuela Politécnica del Ejercito"	"Sangolquí"	"Quito"	"EC"
"Universidad Regional Autónoma de Los Andes"	"Ambato"	"Tungurahua"	"EC"
"Universidad Técnica de Ambato"	"Ambato"	"Tungurahua"	"EC"
"Universidad Tecnológica Indoamerica"	"Ambato"	"Tungurahua"	"EC"
"Universidad de Almería"	"Almería"	"Andalucía"	"ES"
"Universidad de Cádiz"	"Cádiz"	"Andalucía"	"ES"
"Institución Universitaria de la Compañía de Jesús"	"Córdoba"	"Andalucía"	"ES"
"Universidad de Córdoba"	"Córdoba"	"Andalucía"	"ES"
"Universidad de Granada"	"Granada"	"Andalucía"	"ES"
"Universidad de Huelva"	"Huelva"	"Andalucía"	"ES"
"Universidad de Jaén"	"Jaén"	"Andalucía"	"ES"
"Universidad de Málaga"	"Málaga"	"Andalucía"	"ES"
"Universidad de Marbella"	"Málaga"	"Andalucía"	"ES"
"Escuela de Organización Industrial"	"Sevilla"	"Andalucía"	"ES"
"Escuela Superior de Gestión Comercial y Marketing"	"Sevilla"	"Andalucía"	"ES"
"Universidad de Sevilla"	"Sevilla"	"Andalucía"	"ES"
"Universidad Internacional de Andalucía"	"Sevilla"	"Andalucía"	"ES"
"Universidad Internacional Menéndez Pelayo"	"Sevilla"	"Andalucía"	"ES"
"Universidad Pablo de Olavide"	"Sevilla"	"Andalucía"	"ES"
"Escuela Superior de Gestión Comercial y Marketing"	"Zaragoza"	"Aragón"	"ES"
"Universidad de Zaragoza"	"Zaragoza"	"Aragón"	"ES"
"Universidad San Jorge"	"Zaragoza"	"Aragón"	"ES"
"Universidad de Oviedo"	"Oviedo"	"Asturias"	"ES"
"Escuela Superior de Disseny de les Illes Balears"	"Palma de Mallorca"	"Balears"	"ES"
"Universidad de las Islas Baleares"	"Palma de Mallorca"	"Balears"	"ES"
"Universidad de las Palmas de Gran Canaria"	"Las Palmas"	"Canarias"	"ES"
"Universidad de la Laguna"	"Santa Cruz de Tenerife"	"Canarias"	"ES"
"Universidad Internacional Menéndez Pelayo"	"Santa Cruz de Tenerife"	"Canarias"	"ES"
"Universidad de Cantabria"	"Santander"	"Cantabria"	"ES"
"Universidad Internacional Menéndez Pelayo"	"Santander"	"Cantabria"	"ES"
"Univirsidad de Castilla la Mancha"	"Albacete"	"Castilla La Mancha"	"ES"
"Universidad Internacional Menéndez Pelayo"	"Cuenca"	"Castilla La Mancha"	"ES"
"Universidad Católica de Ávila"	"Ávila"	"Castilla y León"	"ES"
"Universidad de Burgos"	"Burgos"	"Castilla y León"	"ES"
"Universidad de León"	"León"	"Castilla y León"	"ES"
"Universidad de Salamanca"	"Salamanca"	"Castilla y León"	"ES"
"Universidad Pontificia de Salamanca"	"Salamanca"	"Castilla y León"	"ES"
"IE University"	"Segovia"	"Castilla y León"	"ES"
"Universidad de Valladolid "	"Valladolid"	"Castilla y León"	"ES"
"Universidad Europea Miguel de Cervantes"	"Valladolid"	"Castilla y León"	"ES"
"Universidad Internacional de Castilla y León"	"Valladolid"	"Castilla y León"	"ES"
"Centro de Estudios Financieros"	"Barcelona"	"Cataluña"	"ES"
"EAE Business School"	"Barcelona"	"Cataluña"	"ES"
"ESADE Law & Business School"	"Barcelona"	"Cataluña"	"ES"
"Escuela de Alta Dirección y Administración"	"Barcelona"	"Cataluña"	"ES"
"Escuela Superior de Comercio Internacional"	"Barcelona"	"Cataluña"	"ES"
"Escuela Superior de Disseny"	"Barcelona"	"Cataluña"	"ES"
"Escuela Superior de Música de Catalunya"	"Barcelona"	"Cataluña"	"ES"
"Escuela Universitària d’Hoteleria i Turisme"	"Barcelona"	"Cataluña"	"ES"
"Escuela Universitaria Politécnica de Mataró"	"Barcelona"	"Cataluña"	"ES"
"Fundació Universitària del Bages"	"Barcelona"	"Cataluña"	"ES"
"Fundación IQS"	"Barcelona"	"Cataluña"	"ES"
"Universidad Internacional Menéndez Pelayo"	"Barcelona"	"Cataluña"	"ES"
"Universitat Abat Oliba"	"Barcelona"	"Cataluña"	"ES"
"Universitat Autónoma de Barcelona"	"Barcelona"	"Cataluña"	"ES"
"Universitat de Barcelona"	"Barcelona"	"Cataluña"	"ES"
"Universitat de VIC"	"Barcelona"	"Cataluña"	"ES"
"Universitat Internacional de Catalunya"	"Barcelona"	"Cataluña"	"ES"
"Universitat Politécnica de Catalunya"	"Barcelona"	"Cataluña"	"ES"
"Universitat Pompeu Fabra"	"Barcelona"	"Cataluña"	"ES"
"Universitat Ramon Llull"	"Barcelona"	"Cataluña"	"ES"
"Universitat de Girona"	"Gerona"	"Cataluña"	"ES"
"Universitat de Lleida"	"Lérida"	"Cataluña"	"ES"
"Universitat Rovira i Virgilu"	"Tarragona"	"Cataluña"	"ES"
"Universidad de Extremadura"	"Badajoz"	"Extremadura"	"ES"
"Universidad de Santiago de Compostela"	"La Coruña"	"Galicia"	"ES"
"Universidad Internacional Menéndez Pelayo"	"La Coruña"	"Galicia"	"ES"
"Universidade da Coruña"	"La Coruña"	"Galicia"	"ES"
"Universidade de Vigo"	"Pontevedra"	"Galicia"	"ES"
"UNIR Business School"	"Logroño"	"La Rioja"	"ES"
"Universidad de La Rioja"	"Logroño"	"La Rioja"	"ES"
"Centro de Estudios de Postgrado de Administración de Empresas"	"Madrid"	"Madrid"	"ES"
"Centro de Estudios Financieros"	"Madrid"	"Madrid"	"ES"
"Centro de Estudios Superiores Felipe II"	"Madrid"	"Madrid"	"ES"
"Centro Universitário Villanueva"	"Madrid"	"Madrid"	"ES"
"EAE Business School"	"Madrid"	"Madrid"	"ES"
"ESADE Law & Business School"	"Madrid"	"Madrid"	"ES"
"Escuela de Organización Industrial"	"Madrid"	"Madrid"	"ES"
"Escuela Europea de Dirección y Empresa"	"Madrid"	"Madrid"	"ES"
"Escuela Europea de Negocios"	"Madrid"	"Madrid"	"ES"
"Escuela Superior de Gestión Comercial y Marketing"	"Madrid"	"Madrid"	"ES"
"UNIR Business School"	"Madrid"	"Madrid"	"ES"
"Universidad Alfonso X El Sabio"	"Madrid"	"Madrid"	"ES"
"Universidad Antonio de Nebrija"	"Madrid"	"Madrid"	"ES"
"Universidad Autónoma de Madrid"	"Madrid"	"Madrid"	"ES"
"Universidad Camilo José Cela"	"Madrid"	"Madrid"	"ES"
"Universidad Carlos III de Madrid"	"Madrid"	"Madrid"	"ES"
"Universidad Complutense de Madrid"	"Madrid"	"Madrid"	"ES"
"Universidad de Alcalá de Henares"	"Madrid"	"Madrid"	"ES"
"Universidad de Saint Louis"	"Madrid"	"Madrid"	"ES"
"Universidad de San Pablo"	"Madrid"	"Madrid"	"ES"
"Universidad Europea de Madrid"	"Madrid"	"Madrid"	"ES"
"Universidad Francisco de Vitoria"	"Madrid"	"Madrid"	"ES"
"Universidad Internacional Menéndez Pelayo"	"Madrid"	"Madrid"	"ES"
"Universidad Politécnica de Madrid"	"Madrid"	"Madrid"	"ES"
"Universidad Pontificia de Comillas"	"Madrid"	"Madrid"	"ES"
"Universidad Rey Juan Carlos"	"Madrid"	"Madrid"	"ES"
"Universidad Católica San Antonio"	"Murcia"	"Murcia"	"ES"
"Universidad de Murcia"	"Murcia"	"Murcia"	"ES"
"Universidad Politécnica de Cartagena"	"Murcia"	"Murcia"	"ES"
"Escuela Superior de Gestión Comercial y Marketing"	"Pamplona"	"Navarra"	"ES"
"Universidad de Navarra"	"Pamplona"	"Navarra"	"ES"
"Universidad Pública de Navarra"	"Pamplona"	"Navarra"	"ES"
"Mondragon Unibertsitatea"	"Guipúzcoa"	"País Vasco"	"ES"
"Universidad de Deusto"	"Guipúzcoa"	"País Vasco"	"ES"
"Universidad del País Vasco"	"Vizcaya"	"País Vasco"	"ES"
"Universidad de Alicante"	"Alicante"	"Valencia"	"ES"
"Universidad Miguel Hernández de Elche"	"Alicante"	"Valencia"	"ES"
"Universitat Jaume I"	"Castellón"	"Valencia"	"ES"
"Centro de Estudios Financieros"	"Valencia"	"Valencia"	"ES"
"Escuela Superior de Gestión Comercial y Marketing"	"Valencia"	"Valencia"	"ES"
"Florida Centro de Formación"	"Valencia"	"Valencia"	"ES"
"Universidad Cardenal Herrera"	"Valencia"	"Valencia"	"ES"
"Universidad Católica de Valencia"	"Valencia"	"Valencia"	"ES"
"Universidad Internacional Menéndez Pelayo"	"Valencia"	"Valencia"	"ES"
"Universitat de Valencia"	"Valencia"	"Valencia"	"ES"
"Universitat Politécnica de Valencia"	"Valencia"	"Valencia"	"ES"
"Université de Haute Alsace"	"Mulhouse"	"Alsace"	"FR"
"Université de Strasbourg"	"Strasbourg"	"Alsace"	"FR"
"Université Michel Montaigne"	"Bourdeaux"	"Aquitaine"	"FR"
"Université Montesquieu"	"Bourdeaux"	"Aquitaine"	"FR"
"Université of Bordeaux 1"	"Bourdeaux"	"Aquitaine"	"FR"
"Université Ségalen"	"Bourdeaux"	"Aquitaine"	"FR"
"Université de Pau et du Pays de l'Adour"	"Pau"	"Aquitaine"	"FR"
"Université Blaise Pascal"	"Chermont Ferrand"	"Auvergne"	"FR"
"Université d'Auvergne"	"Chermont Ferrand"	"Auvergne"	"FR"
"Universite de Bourgogne"	"Dijon"	"Bourgogne"	"FR"
"Université de Bretagne occidentale"	"Brest"	"Bretagne"	"FR"
"Université de Haute Bretagne"	"Rennes"	"Bretagne"	"FR"
"Université de Rennes 1"	"Rennes"	"Bretagne"	"FR"
"Université de Bretagne sud"	"Vannes"	"Bretagne"	"FR"
"Université d'Orléans"	"Orleans"	"Centre"	"FR"
"Université Rabelais"	"Tours"	"Centre"	"FR"
"Université de Reims"	"Reims"	"Champagne"	"FR"
"Université Paoli"	"Corse"	"Corte"	"FR"
"Université Technologique de Belfort-Montbéliard"	"Belfort-Montbéliard"	"Franche-Comté"	"FR"
"Université de Franche-Comté"	"Besançon"	"Franche-Comté"	"FR"
"Université de Cergy-Pontoise"	"Cergy-Pontoise"	"Ile de France"	"FR"
"Université Paris-Est Marne-la-Vallée"	"Champs sur Marne"	"Ile de France"	"FR"
"Université Paris est Créteil Val de Marne - Paris XII"	"Créteil"	"Ile de France"	"FR"
"Université d'Evry - Val d'Essonne"	"Evry"	"Ile de France"	"FR"
"Paris X Nanterre"	"Nanterre"	"Ile de France"	"FR"
"Université Paris Ouest"	"Nanterre"	"Ile de France"	"FR"
"Université Paris sud - Paris XI"	"Orsay"	"Ile de France"	"FR"
"Université catholique de Paris"	"Paris"	"Ile de France"	"FR"
"Université Curie Paris 6"	"Paris"	"Ile de France"	"FR"
"Université de Paris 1 Panthéon-Sorbonne"	"Paris"	"Ile de France"	"FR"
"Université de Paris 2 Panthéon-Assas"	"Paris"	"Ile de France"	"FR"
"Université de Paris III Sorbonne-Nouvelle"	"Paris"	"Ile de France"	"FR"
"Université de Paris IV Sorbonne"	"Paris"	"Ile de France"	"FR"
"Université Descartes Paris 5"	"Paris"	"Ile de France"	"FR"
"Université Diderot Paris 7"	"Paris"	"Ile de France"	"FR"
"Université Paris VIII Vincennes à Saint Denis"	"Saint Denis"	"Ile de France"	"FR"
"Université de Versailles- Saint-Quentin-en-Yvelines"	"Versailles"	"Ile de France"	"FR"
"Université Paris XIII nord"	"Villetaneuse"	"Ile de France"	"FR"
"Université de Montpellier 1"	"Montpellier"	"Languedoc-Roussillon"	"FR"
"Université de Montpellier 2"	"Montpellier"	"Languedoc-Roussillon"	"FR"
"Université de Nimes"	"Montpellier"	"Languedoc-Roussillon"	"FR"
"Université Paul Valery Montpellier 3"	"Montpellier"	"Languedoc-Roussillon"	"FR"
"Université de Perpignan"	"Nimes"	"Languedoc-Roussillon"	"FR"
"Université de Limoges"	"Perpignan"	"Languedoc-Roussillon"	"FR"
"Université Paul Verlaine Metz"	"Limousin"	"Limoges"	"FR"
