"‪‪‪Secretaria de Estado de Gestão Administrativa do Acre"		"Acre"	"BR"
"‪‪‪Secretaria de Estado de Habitação e Interesse Social do Acre"		"Acre"	"BR"
"‪‪‪Secretaria de Estado de Infraestrutura e Obras Públicas do Acre"		"Acre"	"BR"
"‪‪‪Secretaria de Estado de Justiça e Direitos Humanos do Acre"		"Acre"	"BR"
"‪‪‪Secretaria de Estado de Meio Ambiente do Acre"		"Acre"	"BR"
"‪‪‪Secretaria de Estado de Pequenos Negócios do Acre"		"Acre"	"BR"
"‪‪‪Secretaria de Estado de Planejamento do Acre"		"Acre"	"BR"
"‪‪‪Secretaria de Estado de Polícia Civil do Acre"		"Acre"	"BR"
"‪‪‪Secretária de Estado de Políticas para Mulheres do Acre"		"Acre"	"BR"
"Secretaria de Estado de Saúde do Acre"		"Acre"	"BR"
"Secretaria de Estado de Segurança Pública do Acre"		"Acre"	"BR"
"Secretaria de Estado de Turismo e Lazer do Acre"		"Acre"	"BR"
"Centro de Ensino Superior Arcanjo Mikael de Arapiraca"	"Arapiraca"	"Alagoas"	"BR"
"Instituto de Ensino Superior Santa Cecília"	"Arapiraca"	"Alagoas"	"BR"
"Universidade Estadual de Alagoas"	"Arapiraca"	"Alagoas"	"BR"
"Universidade Federal de Alagoas"	"Arapiraca"	"Alagoas"	"BR"
"Centro de Estudos Superiores de Maceió"	"Maceió"	"Alagoas"	"BR"
"Faculdade Algoana de Administração"	"Maceió"	"Alagoas"	"BR"
"Faculdade da Cidade de Maceió"	"Maceió"	"Alagoas"	"BR"
"Faculdade de Ciências Contábeis Maceió"	"Maceió"	"Alagoas"	"BR"
"Faculdade de Ciências Jurídicas e Sociais de Maceió"	"Maceió"	"Alagoas"	"BR"
"Faculdade de Tecnologia de Alagoas"	"Maceió"	"Alagoas"	"BR"
"Faculdade Figueiredo Costa"	"Maceió"	"Alagoas"	"BR"
"Faculdade Integrada Tiradantes"	"Maceió"	"Alagoas"	"BR"
"Faculdade Maurício de Nassau"	"Maceió"	"Alagoas"	"BR"
"Faculdades COC de Maceió"	"Maceió"	"Alagoas"	"BR"
"Fundaçao Educacional do Baixo São Francisco Raimundo Marinho"	"Maceió"	"Alagoas"	"BR"
"Instituto Batista de Ensino Superior de Alagoas"	"Maceió"	"Alagoas"	"BR"
"Instituto de Ensino Superior de Alagoas"	"Maceió"	"Alagoas"	"BR"
"Instituto de Ensino Superior do Nordeste"	"Maceió"	"Alagoas"	"BR"
"Instituto Federal de Alagoas"	"Maceió"	"Alagoas"	"BR"
"União de Faculdades de Alagoas"	"Maceió"	"Alagoas"	"BR"
"Universidade Estácio de Sá"	"Maceió"	"Alagoas"	"BR"
"Universidade Estadual de Ciências da Saúde de Alagoas"	"Maceió"	"Alagoas"	"BR"
"Universidade Federal de Alagoas"	"Maceió"	"Alagoas"	"BR"
"Faculdade São Tomás de Aquino"	"Palmeira dos Índios"	"Alagoas"	"BR"
"Fundaçao Educacional do Baixo São Francisco Raimundo Marinho"	"Panedo"	"Alagoas"	"BR"
"Faculdade São Vicente"	"Pão de Açucar"	"Alagoas"	"BR"
"Instituto Federal do Amapá"	"Laranjal do Jari"	"Amapá"	"BR"
"Centro de Ensino Superior do Amapá"	"Macapá"	"Amapá"	"BR"
"Faculdade Atual"	"Macapá"	"Amapá"	"BR"
"Faculdade Brasil Norte"	"Macapá"	"Amapá"	"BR"
"Faculdade de Ensino Superior da Amazônia"	"Macapá"	"Amapá"	"BR"
"Faculdade de Macapá"	"Macapá"	"Amapá"	"BR"
"Faculdade de Tecnologia Apoena"	"Macapá"	"Amapá"	"BR"
"Faculdade de Tecnologia do Amapá"	"Macapá"	"Amapá"	"BR"
"Faculdade de Teologia e Ciências Humanas"	"Macapá"	"Amapá"	"BR"
"Faculdade SEAMA "	"Macapá"	"Amapá"	"BR"
"Instituto de Ensino Superior do Amapá"	"Macapá"	"Amapá"	"BR"
"Instituto Federal do Amapá"	"Macapá"	"Amapá"	"BR"
"Instituto Macapaense de Ensino Superior"	"Macapá"	"Amapá"	"BR"
"Universidade do Estado do Amapá"	"Macapá"	"Amapá"	"BR"
"Universidade Estácio de Sá"	"Macapá"	"Amapá"	"BR"
"Universidade Federal do Amapá"	"Macapá"	"Amapá"	"BR"
"Faculdade Madre Tereza"	"Santana"	"Amapá"	"BR"
"Centro Universitário de Ensino Superior do Amazonas"	"Manaus"	"Amazonas"	"BR"
"Centro Universitário do Norte"	"Manaus"	"Amazonas"	"BR"
"Centro Universitário Nilton Lins"	"Manaus"	"Amazonas"	"BR"
"Escola Superior Batista do Amazonas"	"Manaus"	"Amazonas"	"BR"
"Faculdade Boas Novas de Ciências Teológicas Sociais e Biotecnológicas"	"Manaus"	"Amazonas"	"BR"
"Faculdade de Odontologia de Manaus"	"Manaus"	"Amazonas"	"BR"
"Faculdade La Salle"	"Manaus"	"Amazonas"	"BR"
"Faculdade Literatus"	"Manaus"	"Amazonas"	"BR"
"Faculdade Martha Falcão"	"Manaus"	"Amazonas"	"BR"
"Faculdade Metropolitana de Manaus"	"Manaus"	"Amazonas"	"BR"
"Faculdade Táhirih"	"Manaus"	"Amazonas"	"BR"
"Instituto de Ensino Superior FUCAPI"	"Manaus"	"Amazonas"	"BR"
"Instituto de Ensino Superior Materdei"	"Manaus"	"Amazonas"	"BR"
"Instituto Federal do Amazonas"	"Manaus"	"Amazonas"	"BR"
"São Leopoldo Mandic"	"Manaus"	"Amazonas"	"BR"
"Universidade do Amazonas"	"Manaus"	"Amazonas"	"BR"
"Universidade do Estado do Amazonas"	"Manaus"	"Amazonas"	"BR"
"Universidade Federal do Amazonas"	"Manaus"	"Amazonas"	"BR"
"Universidade Luterana do Brasil"	"Manaus"	"Amazonas"	"BR"
"Escola Agrotécnica Federal"	"São José Operário"	"Amazonas"	"BR"
"Faculdade Santíssimo Sacramento"	"Alagoinhas"	"Bahia"	"BR"
"Faculdade Santo Antonio"	"Alagoinhas"	"Bahia"	"BR"
"Faculdade Jão Calvino"	"Barreiras"	"Bahia"	"BR"
"Faculdade Juvêncio Terra"	"Barreiras"	"Bahia"	"BR"
"Faculdade São Francisco de Barreiras"	"Barreiras"	"Bahia"	"BR"
"Instituto de Educação Superior Unyahna de Salvador"	"Barreiras"	"Bahia"	"BR"
"Faculdade Metropolitana de Camaçari"	"Camaçari"	"Bahia"	"BR"
"Faculdade Presbiteriana Augusto Galvão"	"Campo Formoso"	"Bahia"	"BR"
"Faculdade de Ciências Educacionais Capim Grosso"	"Capim Grosso"	"Bahia"	"BR"
"Faculdade de Ciência e Tecnologia Albert Einstein"	"Cruz das Almas"	"Bahia"	"BR"
"Faculdade Maria Milza"	"Cruz das Almas"	"Bahia"	"BR"
"Universidade Federal do Recôncavo da Bahia"	"Cruz das Almas"	"Bahia"	"BR"
"Faculdades Integradas do Extremo Sul da Bahia"	"Eunápolis"	"Bahia"	"BR"
"Escola de Nogócios do Estado da Bahia "	"Feira de Santana"	"Bahia"	"BR"
"Faculdade Anísio Teixeira de Feira de Santana"	"Feira de Santana"	"Bahia"	"BR"
"Faculdade de Ensino Superior da Cidade de Feira de Santana"	"Feira de Santana"	"Bahia"	"BR"
"Faculdade de Tecnología e Ciências de Feira de Santana"	"Feira de Santana"	"Bahia"	"BR"
"Universidade Estadual de Feira de Santana"	"Feira de Santana"	"Bahia"	"BR"
"Universidade Salvador"	"Feira de Santana"	"Bahia"	"BR"
"Faculdade Guanambi"	"Guanambi"	"Bahia"	"BR"
"Faculdade Montenegro"	"Ibicaraí"	"Bahia"	"BR"
"Centro de Ensino Superior de Ilhéus"	"Ilhéus"	"Bahia"	"BR"
"Faculdade Madre Thais"	"Ilhéus"	"Bahia"	"BR"
"Faculdade Santo Aghostino"	"Ipiaú"	"Bahia"	"BR"
"Instituto Superior de Educação Eugênio Gomes"	"Ipirá"	"Bahia"	"BR"
"Universidade Estadual de Santa Cruz"	"Itabuna"	"Bahia"	"BR"
"Faculdade de Ciências Sociais Aplicadas"	"Itamaraju"	"Bahia"	"BR"
"Universidade Estadual do Sudoeste da Bahia"	"Itapetinga"	"Bahia"	"BR"
"Faculdade Integrada Euclides Fernandes"	"Jequié"	"Bahia"	"BR"
"Universidade Estadual do Sudoeste da Bahia"	"Jequié"	"Bahia"	"BR"
"Faculdade São Francisco de Juazeiro"	"Juazeiro"	"Bahia"	"BR"
"Universidade Federal do Vale do São Francisco"	"Juazeiro"	"Bahia"	"BR"
"Faculdade Bahiana de Ciências"	"Lauro de Freitas"	"Bahia"	"BR"
"Faculdades Integradas Ipitanga"	"Lauro de Freitas"	"Bahia"	"BR"
"Faculdade Arnaldo Horácio Ferreira"	"Luís Eduardo Magalhães"	"Bahia"	"BR"
"Instituto de Educação Superior Unyahna de Salvador"	"Luís Eduardo Magalhães"	"Bahia"	"BR"
"Faculdade de Ciências Humanas e Sociais"	"Paripiranga"	"Bahia"	"BR"
"Faculdade Sete de Setembro"	"Paulo Afonso"	"Bahia"	"BR"
"Faculdade Regional de Richão do Jacuípe"	"Riachão do Jacuípe"	"Bahia"	"BR"
"Centro Universitário Jorge Amado"	"Salvador"	"Bahia"	"BR"
"Escola Bahiana de Medicina e Saúde Pública"	"Salvador"	"Bahia"	"BR"
"Escola de Administração do Exército"	"Salvador"	"Bahia"	"BR"
"Escola de Engenharia de Agrimensura"	"Salvador"	"Bahia"	"BR"
"Faculdade Bahiana de Direito e Gestão"	"Salvador"	"Bahia"	"BR"
"Faculdade Batista Brasileira"	"Salvador"	"Bahia"	"BR"
"Faculdade Castro Alves"	"Salvador"	"Bahia"	"BR"
"Faculdade Católica de Ciências Econômicas da Bahia"	"Salvador"	"Bahia"	"BR"
"Faculdade Cidade do Salvador"	"Salvador"	"Bahia"	"BR"
"Faculdade de Artes, Ciências e Tecnologias"	"Salvador"	"Bahia"	"BR"
"Faculdade de Ciências Contábeis"	"Salvador"	"Bahia"	"BR"
"Faculdade de Ciências da Bahia"	"Salvador"	"Bahia"	"BR"
"Faculdade de Ciências Gerenciais da Bahia"	"Salvador"	"Bahia"	"BR"
"Faculdade de Tecnología e Ciências"	"Salvador"	"Bahia"	"BR"
