∩|&#8745;|&cap;|cap|∩
∪|&#8746;|&cup;|cup|∪
∫|&#8747;|&int;|integral|∫
∴|&#8756;|&there4;|therefore|∴
∼|&#8764;|&sim;|similar to|∼
≅|&#8773;|&cong;|congruent to|≅
≈|&#8776;|&asymp;|almost equal|≈
≠|&#8800;|&ne;|not equal|≠
≡|&#8801;|&equiv;|equivalent|≡
≤|&#8804;|&le;|less or equal|≤
≥|&#8805;|&ge;|greater or equal|≥
⊂|&#8834;|&sub;|subset of|⊂
⊃|&#8835;|&sup;|superset of|⊃
⊄|&#8836;|&nsub;|not subset of|⊄
⊆|&#8838;|&sube;|subset or equal|⊆
⊇|&#8839;|&supe;|superset or equal|⊇
⊕|&#8853;|&oplus;|circled plus|⊕
⊗|&#8855;|&otimes;|circled times|⊗
⊥|&#8869;|&perp;|perpendicular|⊥
⋅|&#8901;|&sdot;|dot operator|⋅
=||&equals;|equals sign|=
 |&#x2005;|&emsp14;|FOUR-PER-EM-SPACE| 
[|&#91;|&lsqb;|[|[
]|&#93;|&rsqb;|]|]
*|&#42;|&ast;|*|*
Α|&#x0391;|&Agr;|Alpha, uppercase|Α
α|&#x03b1;|&agr;|Alpha, lowercase|α
Β|&#x0392;|&Bgr;|Beta, uppercase|Β
β|&#x03b2;|&bgr;|Beta, lowercase|β
Δ|&#x0394;|&Dgr;|Delta, uppercase|Δ
δ|&#x03b4;|&dgr;|Delta, lowercase|δ
Η|&#x0397;|&EEgr;|Eta, uppercase|Η
η|&#x03b7;|&eegr;|Eta, lowercase|η
Ε|&#x0395;|&Egr;|Epsilon, uppercase|Ε
ε|&#x03b5;|&egr;|Epsilon, lowercase|ε
Γ|&#x0393;|&Ggr;|Gamma, uppercase|Γ
γ|&#x03b3;|&ggr;|Gamma, lowercase|γ
Ι|&#x0399;|&Igr;|Iota, uppercase|Ι
ι|&#x03b9;|&igr;|Iota, lowercase|ι
Κ|&#x039a;|&Kgr;|Kappa, uppercase|Κ
κ|&#x3ba;|&kgr;|Kappa, lowercase|κ
Χ|&#x03a7;|&KHgr;|Chi, uppercase|Χ
χ|&#x03c7;|&khgr;|Chi, lowercase|χ
Λ|&#x039b;|&Lgr;|Lambda, uppercase|Λ
λ|&#x03bb;|&lgr;|Lambda, lowercase|λ
Μ|&#x039c;|&Mgr;|Mu, uppercase|Μ
μ|&#x03bc;|&mgr;|Mu, lowercase|μ
Ν|&#x039d;|&Ngr;|Nu, uppercase|Ν
ν|&#x03bd;|&ngr;|Nu, lowercase|ν
Ο|&#x039f;|&Ogr;|Omicron, uppercase|Ο
ο|&#x03bf;|&ogr;|Omicron, lowercase|ο
Ω|&#x03a9;|&OHgr;|Omega, uppercase|Ω
ω|&#x03c9;|&ohgr;|Omega, lowercase|ω
Π|&#x03a0;|&Pgr;|Pi, uppercase|Π
π|&#x03c0;|&pgr;|Pi, lowercase|π
Φ|&#x03a6;|&PHgr;|Phi, uppercase|Φ
φ|&#x03c6;|&phgr;|Phi, lowercase|φ
Ψ|&#x03a8;|&PSgr;|Psi, uppercase|Ψ
ψ|&#x03c8;|&psgr;|Psi, lowercase|ψ
Ρ|&#x03a1;|&Rgr;|Rho, uppercase|Ρ
ρ|&#x03c1;|&rgr;|Rho, lowercase|ρ
Σ|&#x03a3;|&Sgr;|Sigma, uppercase|Σ
σ|&#x03c3;|&sgr;|Sigma, lowercase|σ
Τ|&#x03a4;|&Tgr;|Tau, uppercase|Τ
τ|&#x03c4;|&tgr;|Tau, lowercase|τ
Θ|&#x0398;|&THgr;|Theta, uppercase|Θ
θ|&#x03b8;|&thgr;|Theta, lowercase|θ
Υ|&#x03a5;|&Ugr;|Upsilon, uppercase|Υ
υ|&#x03c5;|&ugr;|Upsilon, lowercase|υ
Ξ|&#x039e;|&Xgr;|Xi, uppercase|Ξ
ξ|&#x03be;|&xgr;|Xi, lowercase|ξ
Ζ|&#x0396;|&Zgr;|Zeta, uppercase|Ζ
ζ|&#x03b6;|&zgr;|Zeta, lowercase|ζ
:||&semi;|;|;
ă|&#259;|&abreve;|small a, breve|ă
♀|&#9792;|&female;|female|female
♀|&#x2640;|&female;|female|female
♂|&#9794;|&male;|male|male
♂|&#x2642;|&male;|male|male
/|&#47;|&sol;|solidus|/
(|&#40;|&lpar;|left parenthesis|(
)|&#41;|&rpar;|right parenthesis|)
